 Gene_ID	TCGA-B6-A0RG-01	TCGA-AO-A12F-01	TCGA-D8-A27F-01	TCGA-A8-A07O-01	TCGA-D8-A1XQ-01	TCGA-D8-A27H-01	TCGA-AN-A0AR-01	TCGA-AO-A129-01	TCGA-A8-A07C-01	TCGA-A2-A0YM-01	TCGA-AO-A0J6-01	TCGA-D8-A27M-01	TCGA-EW-A1OW-01	TCGA-AR-A0TU-01	TCGA-A2-A0SX-01	TCGA-AN-A0FL-01	TCGA-A7-A26F-01	TCGA-A2-A0D2-01	TCGA-B6-A0RT-01	TCGA-BH-A18Q-01	TCGA-B6-A0IQ-01	TCGA-A2-A04P-01	TCGA-BH-A0BL-01	TCGA-A8-A08R-01	TCGA-AR-A0TS-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-E2-A158-01	TCGA-E2-A150-01	TCGA-AN-A0AL-01	TCGA-AO-A0J4-01	TCGA-A2-A0T2-01	TCGA-AR-A1AY-01	TCGA-AO-A128-01	TCGA-D8-A143-01	TCGA-A2-A04U-01	TCGA-D8-A147-01	TCGA-EW-A1PB-01	TCGA-C8-A131-01	TCGA-BH-A0WA-01	TCGA-C8-A26X-01	TCGA-E2-A1LL-01	TCGA-E9-A1ND-01	TCGA-AR-A1AI-01	TCGA-A7-A26I-01	TCGA-BH-A1EW-01	TCGA-BH-A0RX-01	TCGA-AO-A124-01	TCGA-AR-A256-01	TCGA-D8-A13Z-01	TCGA-A2-A0CM-01	TCGA-E2-A1LH-01	TCGA-BH-A0E6-01	TCGA-AR-A1AR-01	TCGA-BH-A0B3-01	TCGA-E2-A14N-01	TCGA-BH-A0BG-01	TCGA-BH-A18T-01	TCGA-AR-A1AQ-01	TCGA-AN-A0XU-01	TCGA-E2-A14R-01	TCGA-AO-A0JL-01	TCGA-A2-A04T-01	TCGA-B6-A0RU-01	TCGA-A2-A0T0-01	TCGA-BH-A0BW-01	TCGA-A2-A0YE-01	TCGA-E2-A1LS-01	TCGA-AO-A0J2-01	TCGA-E9-A22G-01	TCGA-EW-A1P1-01	TCGA-A2-A1G6-01	TCGA-A7-A26G-01	TCGA-B6-A0WX-01	TCGA-B6-A0IK-01	TCGA-EW-A1P4-01	TCGA-A2-A0ST-01	TCGA-E2-A1LG-01	TCGA-E2-A159-01	TCGA-AQ-A04J-01	TCGA-A7-A0DA-01	TCGA-D8-A142-01	TCGA-AN-A04D-01	TCGA-A1-A0SK-01	TCGA-D8-A1JF-01	TCGA-BH-A18G-01	TCGA-B6-A0RE-01	TCGA-C8-A26Y-01	TCGA-BH-A0AV-01	TCGA-C8-A12V-01	TCGA-EW-A1OV-01	TCGA-D8-A1JL-01	TCGA-A2-A0D0-01	TCGA-B6-A0RS-01	TCGA-AN-A0G0-01	TCGA-C8-A1HJ-01	TCGA-AN-A0FX-01	TCGA-B6-A0RN-01	TCGA-A8-A07R-01	TCGA-BH-A1F0-01	TCGA-BH-A0B9-01	TCGA-E2-A1LK-01	TCGA-A2-A04Q-01	TCGA-EW-A1P8-01	TCGA-C8-A134-01	TCGA-E2-A14X-01	TCGA-AR-A0U0-01	TCGA-EW-A1P7-01	TCGA-A1-A0SO-01	TCGA-D8-A1XK-01	TCGA-A7-A0CE-01	TCGA-E2-A1B6-01	TCGA-E2-A1L7-01	TCGA-AN-A0AT-01	TCGA-AR-A0U4-01	TCGA-D8-A1JG-01	TCGA-A1-A0SP-01	TCGA-A8-A09X-01	TCGA-E2-A1AZ-01	TCGA-E2-A1LI-01	TCGA-BH-A0E0-01	TCGA-C8-A27B-01
IYD|389434	4.5733	5.1042	0.2708	4.7847	0	0.3424	43.2783	2.7027	8.5106	0.2945	2.0425	20.3202	0.9598	0	0.6423	1.3819	149.0757	1.4785	0.9537	0.8472	0.2999	16.0788	3.0396	0.306	0.6549	1.9886	0.2942	0	1.2141	5.6361	0.5098	0.8917	1.1022	0	8.3224	5.1955	0	0.3227	153.0318	0	90.4915	1.7274	3.4982	15.3165	8.2988	19.051	11.946	8.8755	1.4794	106.3428	0.923	2.3153	0	0.7415	0	0	0	0.2993	0	16.8849	0	11.6152	1.3909	0.3548	16.3824	12.8961	3.1686	6.5065	4.844	0.311	49.1886	2.0013	13.416	15.1692	41.0405	0	2.9943	12.8993	98.2231	5.7125	0.6693	464.5418	0	0.3152	3337.3433	0	2.7009	249.3499	0.6716	0	3.1646	3.4224	3.7068	1.5783	11.138	0.7003	0.9569	0	2.1008	2.1508	11.8674	0	3.4709	6.0932	0.4235	4.4935	1.1742	1.6556	1.8925	0.5431	29.155	0	15.0431	1.4413	1.0306	147.4679	1.0945	146.1244	1.5004	2.4038	1.2188	0.5221
IZUMO1|284359	0	0	0.2708	0	1.7174	0.3424	0.3607	1.1583	0	0.589	0	0	0.4799	0	0.9634	0	0	0.3696	0.9537	5.5067	0	0	0.304	2.142	0.6549	0	0.2942	2.3991	0	0.8052	0.7648	0.4458	0.3674	0.2714	0.3783	0	0.6709	0	0	1.0262	0	0	0.4997	0.3404	1.3831	0	0.4778	0.5726	4.4382	0.2699	0.923	1.5435	0	0.2472	0.3839	0	0.3143	0	0	1.0338	0.9171	0.6113	0.3477	0.3548	0	0.3685	0	0	0	0.311	1.0142	0	1.0952	0	0	0	0	0.6143	0.7143	0.9521	1.3387	0.5312	4.607	0.6303	0.2899	0	0.3858	0.9179	0	0	0	0	1.6474	0	0.2931	0	0.319	0	0.3001	0	0	2.3476	0	0	1.4824	0.7489	0.7828	0	0.2704	1.0861	0.339	0.6693	0	1.7296	0	0.2587	0	0	0.7502	2.4038	0	0
JAG1|182	2050.3518	1566.9928	1179.6726	1421.9498	296.2433	932.9795	522.2252	1125.4826	705.0532	478.5591	3948.6819	2621.3054	2576.6047	342.1506	3865.7675	730.0783	3325.7007	2088.7082	697.8223	1803.2405	663.4778	1405.083	2599.4395	1116.5851	1337.2626	3474.6872	303.641	370.8337	1251.3153	1769.7262	1648.0785	648.239	1043.8137	374.7626	1487.0648	801.143	405.5319	5101.8827	1749.7594	1699.1115	1411.5756	12133.5828	2339.8184	1243.7032	758.2296	1819.1948	2086.2501	522.5109	3603.2251	1731.1741	1798.0847	1519.5833	614.0187	2194.0188	1947.5957	1000.2222	3331.2906	712.0079	987.0868	2006.2026	1454.0869	1797.9053	317.4824	1743.2479	3478.3065	3763.8172	449.9366	640.1401	628.5796	1134.4165	2532.9615	2577.7185	2440.3349	2238.2152	1345.0867	2080.8656	1919.3669	3473.5872	1439.0571	3103.7766	3605.087	1592.0319	566.3691	833.596	553.6633	346.25	2871.0331	959.1556	1455.0034	2334.9554	1014.2405	1207.1136	1499.1763	1343.75	1863.2667	4360.9944	1697.2887	641.1179	389.2557	2192.2787	459.6955	2118.1629	1783.6483	1922.9391	1152.266	864.5073	3055.9687	1584.0232	355.7851	770.6198	713.2808	828.871	778.8427	1765.6385	2252.8341	1012.0956	6433.0536	952.9132	1638.4096	579.9279	475.9293	1738.1885
JAG2|3714	534.0569	1004.5087	1092.2193	853.1699	1101.1091	1053.1542	565.5036	751.3514	372.3404	1183.2925	334.9716	247.8448	986.2028	1044.6079	280.0257	648.0884	202.743	511.5505	884.1202	533.7287	345.5363	532.1577	562.3203	1154.5288	1112.3117	616.124	856.1971	1152.2577	610.2792	590.5797	1051.3033	651.8056	723.4316	677.0692	388.1273	694.6357	283.4363	613.8137	521.6554	640.3738	721.1759	1195.3361	287.8546	393.1246	241.7704	383.8965	1214.1919	978.5985	635.55	281.2416	587.5159	984.7579	1125.2336	130.2521	885.6896	957.3364	777.5106	551.5891	373.9669	531.3577	820.36	1214.7017	993.8277	1777.311	2262.0787	406.0427	872.3067	227.7277	224.8184	250.0194	852.9412	1380.5871	183.7165	956.0387	1193.0636	244.1154	826.4357	99.2015	239.6643	722.6277	1267.0683	750.0664	762.4532	1028.6795	186.9701	516.25	765.8918	678.9047	345.8697	780.6164	369.1983	559.3106	1060.9555	685.9217	946.4351	605.7423	1170.9729	308.0162	691.1765	490.5904	189.4313	3081.2843	835.7115	941.5771	841.3808	694.0024	481.0176	620.0331	591.2629	609.8703	821.7646	546.1847	771.0785	779.1871	1228.1003	277.6019	935.425	638.725	198.0495	596.1538	796.4656	248.2381
JAGN1|84522	913.1306	1048.7452	1049.4403	1035.5861	965.1521	1149.7047	1640.9702	1594.2085	1707.4468	973.021	1090.9555	409.7906	717.9364	2024.73	459.8587	984.339	697.4359	551.4692	736.2899	706.9787	954.4241	1560.166	816.7322	743.2681	549.4434	441.1302	808.8268	989.8038	507.8915	504.4283	1136.4476	906.3754	670.5245	696.8792	676.3856	5779.4519	666.1591	816.1592	1305.1011	744.7082	1407.4414	519.9367	849.571	433.9687	570.4011	1111.0712	855.8117	816.8349	856.2764	503.6437	905.5036	1149.9132	2970.0935	867.2763	851.9052	2717.8884	690.1428	1655.366	752.5826	729.8415	2131.3768	947.5529	1155.8724	890.9618	1066.4928	566.6912	662.5475	1963.964	811.7966	4291.6893	635.9026	869.9133	778.9468	951.1087	786.1272	608.9598	950.9143	1318.1818	742.5663	902.2533	905.9572	566.2683	644.9755	439.9622	816.291	1085.625	1118.1634	1045.1277	1108.4621	1244.9311	540.0844	824.7876	970.7578	958.0177	597.6405	1471.6387	885.8054	822.4733	729.2917	586.7298	2092.0287	1415.63	889.703	1298.2079	1436.044	698.2463	772.6027	1165.5629	2304.2219	881.9496	612.2553	1532.5747	770.5932	1281.9256	1499.4847	392.2129	668.734	1153.679	798.9497	1993.6899	769.6527	1044.6359
JAK1|3716	6672.9168	2507.5287	3279.6362	4986.8421	3327.0841	5141.83	282.3911	3930.5019	1408.2447	2646.9471	4401.8638	5015.0862	4160.2879	2329.316	4922.9287	1416.8586	10301.4908	3068.1944	6214.9102	3187.9699	2314.9735	2639.0041	4778.2026	3413.4027	5983.3006	3032.5628	2607.4292	3539.3711	4939.2958	4286.2319	4383.9143	4072.6705	4658.7673	5734.5997	2983.9652	2738.5375	3259.3492	3926.536	3513.4745	3066.4054	4607.717	3813.4447	4626.6635	6690.6059	4812.7248	4730.0503	3359.6942	4172.0707	3697.9066	5031.8489	4015.2302	3131.0052	2524.2991	6379.1399	5840.4837	3713.6434	4315.2784	3716.2683	3643.0785	2376.6368	4371.8904	1956.2383	2243.2409	3347.7599	3199.4784	6598.0103	2393.2193	2308.3083	2959.6809	3939.6719	6029.9189	6140.427	6518.5116	5462.049	4709.8266	2829.9165	5738.4237	1966.2162	4889.3651	6098.3815	4622.49	3882.6029	3743.7374	3175.5436	2674.9764	2949.375	2752.1945	4517.3627	6771.9946	5365.369	4055.3797	5627.5744	2875.2059	2970.0126	2491.9763	2730.3922	3106.2201	3172.6906	1906.6627	5790.3	3692.1182	2551.3034	4644.4273	3737.276	5587.6747	4586.407	3156.5558	7291.8046	3932.5603	3973.661	3883.719	3995.0915	5966.2744	738.5414	6526.9667	4754.1587	5280.1897	3401.4281	6379.5949	4301.9832	4483.8513	6091.0989
JAK2|3717	532.5325	184.4322	465.9666	267.6435	473.703	212.959	331.4399	518.1467	235.1064	302.4493	314.8018	953.8177	410.7978	302.0817	789.6596	166.2828	891.3536	323.7849	1054.8402	524.8332	417.823	408.195	662.6261	492.6561	637.852	556.7984	586.0978	274.5266	1430.1902	274.5572	458.3519	414.6233	472.4901	2435.2782	163.0437	63.3849	359.9137	1677.1766	256.0154	250.4026	601.7455	93.8535	1176.4059	421.3751	477.1784	615.0252	615.4581	361.3199	247.9473	380.027	803.046	324.9084	142.5234	695.0074	424.9928	477.1047	657.7727	295.398	526.343	527.5672	961.5958	313.6095	396.7661	305.503	178.5679	968.6809	183.1432	190.6907	673.6002	267.4337	558.8235	558.0387	662.3101	262.8064	229.4798	330.6758	1777.35	281.0197	728.6365	667.7245	371.8206	369.7211	163.5474	238.2603	453.3662	181.25	280.1196	354.291	399.2612	975.2636	575.9494	775.1635	348.4349	1021.7803	142.1558	267.8571	288.0383	247.9757	265.3061	1402.5164	286.6099	119.7299	1217.5087	455.914	627.9119	505.5233	1463.7965	800.9106	206.2796	1172.2218	346.8091	626.506	446.4394	244.1626	1432.1539	590.6478	188.9821	436.7174	814.7037	344.0505	223.0347	1182.7199
JAK3|3718	129.5761	148.3624	202.5236	323.5646	422.1825	189.6773	64.5568	639.3822	239.8936	248.2617	662.0285	745.9975	151.1698	255.7521	740.2055	136.3427	379.9642	339.3088	2083.6115	247.8026	231.2574	423.7552	530.4048	362.6071	1031.4342	401.3589	389.8492	113.1008	288.1425	451.2882	568.4787	246.099	108.0187	1734.8711	221.679	78.4517	410.8987	1153.7245	255.0529	228.5095	610.9325	135.3102	773.1096	566.3717	115.9059	398.6341	748.7755	217.021	140.8388	324.4265	450.4442	973.9533	489.7196	998.0227	310.5864	269.3765	380.5842	118.2191	555.2686	393.5217	301.7311	207.8503	385.2908	121.7045	211.005	563.0066	384.0304	73.5736	308.8759	123.4549	514.1988	255.8372	512.8181	326.8962	182.0809	506.0744	1420.169	98.2801	531.476	820.3745	152.2758	332.2709	74.5753	33.0917	253.9314	106.25	79.483	230.075	257.8912	1542.9846	1545.3586	456.1511	304.7776	267.0455	138.0523	250.7003	258.0542	43.5911	154.2617	689.7516	801.8361	85.1021	1366.371	278.4946	455.1038	459.839	529.1585	1504.553	93.2719	193.6053	157.6405	2421.0174	532.8157	303.834	399.1755	411.8753	177.3076	425.1268	560.3901	574.2188	215.7221	329.6789
JAKMIP1|152789	29.9804	1.0208	1.8953	3.8876	34.0608	4.4509	3.6065	28.1853	28.4574	12.0744	38.5524	37.8695	4.799	16.591	52.3443	0.4606	74.6571	20.329	162.1364	89.802	14.3973	19.1909	27.3561	23.8678	29.1421	5.9657	51.7837	3.77	11.7361	7.649	18.3545	55.2831	0.7348	179.6472	65.0662	6.7541	18.7839	98.1069	103.9461	8.2099	172.2554	0.5758	108.945	27.5698	3.0429	12.9403	75.4987	5.1535	3.2547	13.2254	40.1523	47.077	13.0841	7.1676	11.5174	6.7009	23.8847	6.2851	68.6983	9.6485	15.591	132.6574	278.536	72.384	66.8401	37.9514	3.8023	23.5235	78.9286	3.4207	8.6207	1.3342	15.6063	10.6184	75.7225	24.2976	106.9404	7.371	85.3648	25.3888	15.7296	11.9522	158.9404	46.0132	4.3481	3.75	3.4726	127.2755	7.7233	120.438	82.8059	42.2905	19.7694	11.3636	6.1552	5.2521	3.8278	1.2337	0.6002	47.1018	36.2741	1.1738	126.4944	12.9032	47.6493	14.9785	61.8395	79.8841	5.9478	14.9345	1.6951	100.1785	37.365	17.2961	7.9011	94.1725	32.1051	156.0592	30.7577	19.2308	15.844	27.669
JAKMIP2|9832	1.936	6.8056	9.7471	25.1196	24.5381	2.0543	4.2737	20.6564	7.4468	9.4622	23.7442	43.9871	16.2064	3.4434	6.1015	3.6849	34.5856	4.805	67.7158	25.6868	11.3979	2.5934	5.4712	8.4517	19.3189	8.806	14.4171	0.7197	2.4282	5.3623	32.5741	4.0125	19.3368	58.3446	4.1612	4.1564	61.0008	8.3907	3.8499	53.7066	21.5434	4.4566	37.9808	14.2954	25.1148	3.2351	26.4867	3.4357	8.8764	50.4723	3.2306	20.0656	4.1729	17.7954	21.4761	5.8075	10.9995	5.6865	7.7479	102.3432	4.5856	0.6113	14.9526	2.4838	38.3348	21.0022	9.3314	17.2222	6.8129	8.0852	15.9483	15.01	7.7703	2.2754	6.3584	30.7517	33.2884	3.9466	28.8561	17.0739	65.7162	43.5591	0.8638	89.19	13.9141	5	18.9061	11.3202	21.1551	52.2668	47.3681	35.2014	2.0593	19.2551	15.4935	12.6891	47.7863	1.5545	2.2449	45.5963	74.2253	4.1084	13.4632	2.5914	5.0826	3.9468	20.7436	23.1788	0.5407	25.7959	68.1414	37.6261	9.2199	50.1585	7.9423	19.6624	14.2284	9.5209	18.7547	6.0096	0	12.1196
JAKMIP3|282973	7.6221	3.0625	1.6245	70.5742	2.576	0.6848	6.1311	10.4247	10.1064	71.563	22.4676	6.4655	15.8368	5.9477	3.8536	0	8.5868	1.4785	35.2885	11.8606	13.4975	1.0373	19.4532	4.59	2.2921	19.5542	10.2979	10.9674	3.6423	1.6103	4.8435	32.9915	30.1277	91.4518	14.3751	50.9157	4.0251	31.6266	0	4.7891	12.4024	3.4547	2.9985	3.4037	11.3416	14.0187	10.9903	1.7178	19.2322	13.4953	17.5378	1.5435	42.5234	43.9941	6.1426	28.5905	2.8285	179.5732	25.8264	73.3977	3.6685	3.6679	1.3909	7.4513	14.0888	54.5321	1.9011	31.5315	1.1398	0.6219	17.7485	58.0387	32.3078	48.5414	18.4971	4.5558	9.8385	1.2285	22.8592	14.2812	3.6814	2.3904	1.1517	15.758	1.7393	5.625	50.545	76.7936	6.0443	164.6391	38.5021	32.2679	4.1186	3.7879	0	2.451	109.4099	14.8045	21.3085	7.0975	16.1218	261.7624	10.4126	21.5054	48.2846	95.1133	12.5245	14.0728	1.6221	1.0861	6.1022	29.8974	2.9116	1.7296	3.0917	6.4679	0.7297	2.0698	29.2573	5.1082	9.7502	0.261
JAM2|58494	86.8922	203.8282	98.5542	55.323	74.4186	144.4834	34.6227	178.3784	89.8936	26.7993	19.4038	121.6133	90.222	57.912	123.3141	21.649	102.8026	79.8374	203.4653	80.0593	52.4903	131.7427	200.0036	95.1652	134.2502	62.3084	328.9445	29.8175	51.3962	121.9807	82.5951	57.0664	52.9071	33.6499	78.3064	75.3345	54.0038	723.8613	128.0077	90.3091	187.8732	118.6124	62.9682	30.9735	70.5394	237.2394	225.0627	11.7386	34.0262	74.7638	84.9198	157.4378	125.7009	149.7776	42.2305	30.3775	50.2836	40.404	50.6198	86.1475	31.1819	172.3935	39.2941	180.96	64.5466	34.6352	38.3397	103.6036	33.908	48.5112	918.357	422.6151	216.0243	189.615	138.1503	45.5581	236.1245	18.1204	82.1502	235.7982	64.5917	134.3958	50.9646	58.3044	86.3831	72.5	21.2212	63.3318	275.6884	145.9854	249.4726	100.2261	19.7694	94.0657	44.2588	134.4538	110.6858	99.9305	39.0156	281.9658	36.2741	12.3251	142.3062	40.5018	109.9111	177.9941	35.225	273.1788	56.7742	28.2398	1002.4578	101.7403	86.8616	57.3652	54.2769	93.1376	118.205	147.3662	143.2858	78.4255	56.0634	46.202
JAM3|83700	371.9597	532.8796	444.0356	181.2201	248.1574	799.7946	169.8675	283.7838	208.2447	124.8671	71.4878	493.2266	374.3251	82.642	389.5311	258.4063	498.5092	357.4201	458.1148	304.9878	163.1699	545.1245	511.5595	325.5814	384.4139	197.1994	125.046	429.0978	300.2833	544.2834	259.7667	367.3651	223.7531	143.2836	190.659	238.4725	166.0366	68.094	452.358	332.8439	645.8429	282.712	199.8991	84.4112	536.6528	602.4443	609.2462	91.332	158.8875	432.6586	273.2203	324.9084	333.1776	444.6367	340.1478	106.3211	225.0192	150.5422	236.0537	1131.6334	224.2348	478.0557	160.6537	943.4757	382.6923	152.1739	196.1343	347.3473	175.2386	128.7414	1343.8134	1751.1674	765.8046	1111.9022	350.289	194.3812	380.7079	59.5823	333.9584	728.6576	492.3025	734.1301	157.2128	2180.9014	479.7449	328.125	206.0384	312.6817	878.7777	324.0065	465.7173	344.1912	98.4349	360.7955	189.6387	281.8627	463.1579	633.3044	179.4718	550.8119	418.9431	97.4273	397.9946	188.5305	213.6806	360.9811	157.7299	558.3609	404.719	168.3525	218.3236	540.83	310.5665	122.2254	189.6256	316.1505	269.6096	435.0616	534.1335	163.4615	172.4558	121.3782
JARID2|3720	1585.9102	1432.2416	1124.4389	780.2033	1045.5814	596.0798	1277.4322	988.417	2820.2128	1451.5801	322.2059	550.1847	1502.0996	1059.3207	595.6969	944.2653	803.5778	954.7219	1496.4235	2064.5981	753.1612	1246.3693	1200.6298	1640.1469	1770.1375	440.4673	638.1758	1068.2889	352.0842	471.8196	1203.2375	1874.7214	913.7503	548.4396	1653.5131	517.4698	747.3325	256.8852	730.5101	844.5956	624.2536	1247.157	812.5896	1673.9278	764.0387	1092.739	643.6507	3685.3482	328.4267	1524.6964	1009.8073	720.0463	621.028	785.7143	639.9846	912.217	785.0532	1161.5396	441.6322	298.4149	642.4395	1863.9283	2234.1998	722.7755	2645.754	995.9469	848.5425	1390.3904	575.8655	1582.2125	579.1075	493.996	1035.7665	1240.082	886.7052	690.5847	1074.9652	381.1425	1211.5367	1402.0946	1334.672	1447.012	1797.8693	1211.1566	966.7367	743.75	959.5833	791.1886	822.364	807.7859	1324.8945	801.3201	757.0016	818.1818	1100.9013	998.5994	1251.6746	581.8998	1310.024	965.6952	498.2087	585.7375	538.3725	732.6165	498.9411	2249.2667	628.9628	819.1225	2158.2311	567.5107	570.5568	621.5975	391.1197	1223.4073	1431.8104	634.3708	847.5009	739.3149	654.9137	3203.726	2591.7124	2333.5944
JAZF1|221895	439.5426	283.1136	144.5823	207.8349	199.4991	344.7745	123.7039	216.6023	224.2021	278.8895	442.2034	359.6059	277.8644	163.0928	335.5812	108.7057	488.0143	139.7154	426.0054	318.5428	245.3548	256.2241	427.0595	175.9486	403.7328	353.3018	180.3604	34.6157	547.5516	352.2544	283.4746	397.6817	423.2571	299.0502	170.9879	231.1989	258.6146	849.7221	206.4485	426.9159	286.633	102.4903	237.8799	387.6787	429.5989	258.8066	438.6573	527.6644	391.4491	240.7557	269.5281	246.9612	214.486	496.0455	328.6304	460.129	416.7256	168.2003	285.6405	351.8263	461.7677	181.5634	264.9744	368.3068	396.4535	663.5962	302.5982	424.4244	144.75	182.85	553.2454	480.3202	607.2773	555.1927	244.5087	354.2141	455.994	672.2973	461.1126	518.5655	389.2236	264.8074	296.2856	151.9067	197.4056	353.125	570.2711	278.4152	626.2592	470.3974	325.4219	341.9911	161.0379	363.0051	168.8283	467.0868	531.1005	259.0791	239.4958	556.8341	244.738	256.4802	486.3093	452.6882	209.8687	228.9209	317.0254	594.3709	81.9171	154.2326	177.6422	523.6502	254.2764	247.0453	206.1147	218.8734	186.7931	278.5884	404.3511	330.5288	372.3339	323.4143
JDP2|122953	270.3314	398.1285	378.2425	225.4785	645.7245	527.6042	976.2871	361.39	122.8723	622.863	493.5214	375	285.063	231.6481	499.6789	520.9581	368.5152	761.4119	485.4554	242.7195	266.6509	509.3361	411.8616	742.3501	362.4754	1247.1622	262.4494	92.8798	340.348	632.8502	622.7774	448.5065	167.5393	693.3514	142.616	309.6506	265.994	769.6875	673.7247	484.7274	915.9394	128.9765	908.0414	299.5235	232.6418	232.5665	492.1754	292.3198	138.4718	385.9649	465.6744	383.5616	302.3364	304.004	399.2706	307.7951	352.9282	142.7607	251.0331	621.6402	352.631	175.4501	324.4371	450.271	242.4592	281.5033	713.8783	115.6156	439.3788	263.3911	557.8093	332.555	196.0372	587.4272	580.3468	415.3379	468.8269	248.4644	400.3929	460.8061	386.5462	517.6627	83.2134	102.1116	218.5666	325	219.5428	159.7063	467.4278	514.193	219.9367	296.7671	362.8501	786.9318	628.1234	372.1989	298.8836	567.9178	428.2713	394.2359	583.0721	485.3756	370.2275	493.19	273.1893	316.7946	235.6164	497.9305	174.3779	364.1301	406.1361	282.017	259.129	409.6281	496.0495	361.4258	809.1937	643.6924	150.0375	214.5433	121.8769	174.8891
JHDM1D|80853	984.2705	2114.8447	2022.2573	1225.4785	1174.9553	1517.0761	172.392	673.3591	1145.4787	762.4551	347.482	1691.1946	982.3635	846.7679	885.3565	654.5371	2732.0215	412.1235	1090.1288	433.3369	1366.8482	410.7884	1658.9968	1791.3097	994.761	1395.6417	789.1136	1566.9608	1104.4112	685.5878	1133.8984	1378.0651	1206.9441	1028.7653	1070.1873	358.4881	1020.3705	609.6184	1135.7074	920.8795	753.7896	385.2022	907.0419	1369.9796	892.3928	1139.1086	688.0898	483.2868	1112.8042	1554.1161	858.89	696.1219	534.1121	1274.5922	626.1637	507.4821	486.4941	433.9687	592.4587	459.683	1937.8654	1280.7248	615.4916	571.9755	919.0514	722.5497	508.2383	2256.2563	1346.6306	767.7836	1498.9858	703.469	1076.562	1061.0854	687.2832	344.7229	1093.359	755.8354	1961.6037	770.2317	1291.834	755.1129	506.1906	1257.485	2000.7247	673.75	703.7716	2079.8531	918.4016	656.5288	905.0633	898.6127	627.6771	1083.3333	822.4518	807.7731	802.8708	577.3762	420.7683	1597.8062	253.0228	578.6945	662.553	422.9391	763.2359	1635.1495	1161.6438	1090.6457	382.55	668.5222	416.3065	617.1352	499.3328	493.2257	755.754	1128.0002	600.8756	715.7198	1027.7569	1315.2043	848.8726	843.3829
JKAMP|51528	1147.384	533.2199	585.6396	395.933	905.6172	522.8109	316.6531	393.4363	365.9574	558.6625	490.2023	884.2365	438.1524	513.0693	701.0276	815.2925	1173.2856	510.4417	891.7501	665.0429	356.9342	337.1369	748.038	664.3207	482.6457	486.5358	680.8385	397.2239	653.9862	824.8792	670.9579	552.3852	423.6245	751.4247	711.1885	324.1979	550.1011	625.4316	608.2772	632.506	861.277	1476.8965	874.0586	428.5228	575.3804	852.624	511.7668	437.7639	410.6813	927.9352	759.6631	565.6955	348.5981	1064.7553	548.6131	1094.4817	948.7893	511.4845	475.7231	404.8932	443.884	412.0327	582.4568	830.9967	405.9553	799.9263	435.3612	856.3564	669.3261	585.8664	807.3022	1051.3676	702.2842	588.9441	1316.185	461.6553	672.8692	938.2678	582.9092	748.6512	685.0736	458.9641	602.3611	375.9849	1946.5179	728.125	593.4214	976.5948	579.5836	866.9911	729.9578	672.7373	352.5535	1093.1187	1334.2126	670.5182	488.0383	1048.6534	453.1813	790.1925	517.2414	1021.2256	689.9344	465.5914	487.7171	844.2863	861.8395	551.3245	972.4611	599.552	585.8124	481.9277	444.4984	475.0649	641.3604	869.5433	444.7282	1003.829	582.8957	576.0216	422.3035	552.8583
JMJD1C|221037	923.6644	1044.9783	4006.2869	1343.3403	1039.0612	3467.582	1633.0178	1229.1042	3005.8112	2117.3132	761.3455	3020.9483	1122.889	1863.7408	3231.6281	725.8176	3038.5713	1162.8387	1631.2574	2777.1386	8427.6552	1013.4855	2445.7589	996.0832	1923.1958	2266.7992	1038.2435	3204.7742	2248.0777	789.066	2106.8077	1187.2046	1356.73	1077.27	1112.9343	1299.3895	4290.8861	517.3204	876.2079	1373.7284	1096.215	1829.9928	849.571	2165.7556	3184.0138	1878.0446	1021.5649	1514.3397	1091.1606	2748.7368	1840.9646	944.6498	1041.1215	2042.8201	889.1448	951.3011	1753.7925	918.6608	1076.9628	1221.2267	1813.4999	999.6195	933.1444	1068.2423	706.1886	2622.5313	903.0418	1504.5045	480.6953	2271.6132	3650.4209	2036.8112	3958.9965	1625.3492	862.4277	2066.8375	1837.8997	1268.0805	1562.9967	1554.2558	1002.8414	1213.1288	1157.7887	1497.8065	2339.3637	1198.8187	1069.5476	827.5142	1726.5312	1421.3301	1264.1825	2899.1041	534.0239	2392.4811	1955.9903	1109.923	2012.673	1014.7675	972.464	1821.3937	1929.6171	972.7292	1166.2013	1124.9534	1825.9742	2624.5897	1575.6908	2414.3295	1406.9217	1785.1796	1362.6646	1324.2793	1843.0183	855.1081	1132.0508	2258.9213	911.4922	1952.8676	4025.4164	2907.7825	1139.5491	2045.4816
