Row	TCGA_AO_A12F_01	TCGA_B6_A0I6_01	TCGA_A8_A07O_01	TCGA_C8_A12K_01	TCGA_BH_A0DL_01	TCGA_AN_A0AR_01	TCGA_AO_A129_01	TCGA_A8_A07C_01	TCGA_A2_A0YM_01	TCGA_BH_A0HL_01	TCGA_AO_A0J6_01	TCGA_AR_A0TU_01	TCGA_A2_A0SX_01	TCGA_AN_A0FL_01	TCGA_A2_A0D2_01	TCGA_B6_A0RT_01	TCGA_BH_A18Q_01	TCGA_B6_A0IQ_01	TCGA_A2_A0YJ_01	TCGA_A2_A04P_01	TCGA_BH_A0BL_01	TCGA_A8_A08R_01	TCGA_A7_A13D_01	TCGA_AR_A0TS_01	TCGA_E2_A14Y_01	TCGA_BH_A18V_01	TCGA_E2_A158_01	TCGA_E2_A150_01	TCGA_AN_A0AL_01	TCGA_AO_A0J4_01	TCGA_A2_A0T2_01	TCGA_AR_A1AY_01	TCGA_AO_A128_01	TCGA_D8_A143_01	TCGA_A2_A04U_01	TCGA_D8_A147_01	TCGA_C8_A131_01	TCGA_BH_A0WA_01	TCGA_AR_A1AI_01	TCGA_BH_A0RX_01	TCGA_AO_A124_01	TCGA_A2_A0CM_01	TCGA_BH_A0E6_01	TCGA_AR_A1AR_01	TCGA_BH_A0B3_01	TCGA_E2_A14N_01	TCGA_BH_A0HN_01	TCGA_BH_A0BG_01	TCGA_B6_A0I2_01	TCGA_AR_A1AQ_01	TCGA_AN_A0XU_01	TCGA_E2_A14R_01	TCGA_A8_A07U_01	TCGA_BH_A18K_01	TCGA_AO_A0JL_01	TCGA_A2_A04T_01	TCGA_B6_A0RU_01	TCGA_A2_A0T0_01	TCGA_BH_A0BW_01	TCGA_A2_A0YE_01	TCGA_B6_A0X1_01	TCGA_B6_A0WX_01	TCGA_A2_A0ST_01	TCGA_E2_A159_01	TCGA_AQ_A04J_01	TCGA_AR_A1AJ_01	TCGA_A8_A08H_01	TCGA_A7_A0DA_01	TCGA_D8_A142_01	TCGA_AN_A04D_01	TCGA_E2_A1B5_01	TCGA_A1_A0SK_01	TCGA_BH_A18G_01	TCGA_B6_A0RE_01	TCGA_BH_A0AV_01	TCGA_C8_A12V_01	TCGA_A7_A13E_01	TCGA_A2_A0D0_01	TCGA_AN_A0G0_01	TCGA_AN_A0FX_01	TCGA_A8_A07R_01	TCGA_BH_A1F0_01	TCGA_BH_A0B9_01	TCGA_AN_A0FJ_01	TCGA_A2_A04Q_01	TCGA_C8_A134_01	TCGA_E2_A14X_01	TCGA_AR_A0U0_01	TCGA_A1_A0SO_01	TCGA_A7_A0CE_01	TCGA_AN_A0AT_01	TCGA_AR_A0U4_01	TCGA_B6_A0IJ_01	TCGA_AR_A0TP_01	TCGA_E2_A1AZ_01	TCGA_BH_A0E0_01	TCGA_AR_A1AH_01
GNLY|10578	3.7431	5.0604	44.5574	935.8421	123.533	14.0655	296.9112	141.4894	65.3785	1.8013	816.7486	200.6574	68.4008	21.1884	110.8852	640.5977	255.4273	64.7881	9.3572	123.444	167.4803	187.8825	3.2497	108.7099	169.4018	74.9026	18.1647	42.0882	109.0982	131.5404	42.7998	15.7987	619.2673	60.1484	8.3128	94.2551	125.6015	53.0224	177.3315	744.475	31.2075	222.9145	103.271	144.5872	170.8417	35.2915	0.4895	148.0224	1270.3495	188.5331	450.7236	119.6836	517.1038	31.1642	72.7476	109.8844	21.2894	115.6596	748.3419	31.6857	331.0232	10.9977	414.5011	269.6669	70.1365	361.2388	130.9723	15.7296	23.9044	14.1088	281.6901	2.5213	128.75	12.3469	28.2069	745.7421	5.1244	276.3591	54.8106	35.0877	17.1068	118.7224	98.0743	32.413	1421.9051	104.4049	70.1492	639.5303	6.4885	74.5826	36.61	137.0663	86.6092	0.7241	41.2603	24.9848	2.3476
GNMT|27232	8.1667	1.8401	0.299	5.8606	1.2353	3.6065	5.7915	1.3298	1.178	42.3296	0.7659	2.1913	2.2479	52.5104	8.5012	8.5837	20.7561	5.9989	2.8478	8.8174	3.0396	4.896	0.4062	5.8939	0	0.9943	9.2537	16.5925	8.4541	2.0394	3.1208	0.3674	0.2714	42.3687	9.8714	0.6709	9.1434	2.7366	1.7018	3.3449	4.2946	1.8461	1.4019	2.9659	1.1517	1.3402	95.4479	2.5142	1.8038	1.0331	1.3784	9.6297	5.599	58.7871	11.6152	1.7387	8.1609	2.2935	0	4.436	1.6307	3.7923	5.9887	23.5735	11.7423	1.9338	4.9003	3.012	14.6082	1.7276	14.0845	23.0066	10	1.9292	2.3506	7.2993	6.4055	1.2356	5.2759	7.6555	1.2005	7.9578	7.837	0.6002	8.4844	7.4121	6.241	9.002	16.2212	3.0511	1.7296	1.0306	2.5226	9.7755	3.7509	5.4845	8.3844
GNPAT|8443	2695.0234	1408.6256	1837.6196	2195.2498	1739.6541	1049.4996	2560.6178	1358.5106	1016.6067	1160.9126	1627.1143	2079.1986	2008.6705	1125.2879	2282.7573	1381.9742	1284.7612	2319.1727	1553.2954	1501.0373	1422.5183	1796.5116	1255.6108	1445.9725	2056.6437	1337.9733	1268.1004	2015.7831	890.0966	1988.401	1075.7914	1292.5507	1653.1886	2893.5534	1944.1486	2387.9085	1422.0404	1112.7864	1585.7726	1919.0061	2444.2059	842.7368	1648.5981	2321.0578	1979.4606	1458.5644	1927.068	1611.2761	2290.4171	1772.7273	1339.4211	1369.2537	1173.3818	2187.8707	1599.8362	2404.5901	2510.7312	3944.2213	1765.6595	1216.0963	1785.0251	3271.996	1391.5089	1718.3677	1033.3228	1676.2407	1291.9033	3066.5997	1583.5325	2373.1644	1446.0094	710.0536	3086.25	1921.8675	1471.7931	1774.5337	1769.6167	2071.6639	1765.0766	2028.3892	2398.5594	1715.4533	1239.8119	1871.5486	1658.6965	1002.7531	1675.5913	1566.3405	1314.1878	2234.7657	1741.7123	1680.8657	2043.0243	1149.8914	1223.5559	2115.7831	1683.592
GNPDA1|10007	547.852	599.885	1098.0861	1557.0635	931.1303	675.5027	833.9768	1259.0426	823.4161	404.3831	2039.1907	1666.3015	700.7065	379.088	1542.7832	904.7846	920.4702	1438.8349	1058.1774	840.249	1006.4013	1081.0894	770.59	824.8199	1193.7533	793.7692	812.9552	836.0987	603.0596	755.0825	814.0883	794.7093	979.3758	1215.073	892.5835	1225.9876	580.847	974.586	1127.2975	1195.5561	841.4573	1015.3456	1285.9813	1229.6095	1047.3174	1466.1587	950.5629	913.905	1136.8658	1177.686	831.8401	876.7626	911.4305	1222.4878	974.4512	965.6611	862.2211	1107.7764	592.8519	829.8479	1376.274	822.5498	967.1693	1547.6382	770.8664	1406.2786	1704.8669	586.6801	642.2311	1265.4765	1204.012	453.514	975.625	897.4631	844.8623	1405.515	719.1203	1480.6425	689.0892	1117.7033	2833.4334	991.7195	1338.1102	818.1273	1109.9113	1398.7717	769.8933	1496.6732	619.3796	1519.4508	1141.5393	1008.5881	988.0177	510.1376	1193.5484	1081.0481	648.2835
GNPDA2|132789	314.7597	317.4238	485.0478	360.5799	185.6084	245.6045	357.1429	478.7234	236.4818	474.6322	354.8861	825.4813	258.8311	148.7794	267.9726	432.6816	238.4835	280.7483	336.0456	227.1784	509.7357	128.213	210.4194	198.4283	367.9195	253.5421	788.6214	243.2214	216.9887	168.2493	262.1489	222.6509	268.9281	243.9982	296.1424	294.5054	241.5784	172.4083	84.4112	297.2166	108.2242	257.5286	303.271	470.8354	205.394	434.2189	221.7327	266.5032	318.3766	212.2934	246.7264	77.4963	229.1574	288.2691	291.6018	240.6329	284.9233	314.8693	463.8909	325.4119	373.4203	317.0362	224.1472	313.5994	198.3497	268.0283	437.9107	145.917	257.9017	315.5773	471.1908	400.5673	458.125	405.5175	422.0954	197.8913	256.2186	170.0988	341.7601	244.0191	272.8091	198.731	356.2472	229.2917	119.5526	377.1707	221.931	228.5714	505.5608	336.9777	396.6561	296.4617	213.8603	295.076	317.3293	336.9896	350.4689
GNPNAT1|64841	593.1093	505.5779	1231.7584	958.359	931.4392	1540.7087	959.0734	587.5	1236.5967	1636.4455	1017.9358	3385.1933	1025.0482	1386.4579	1495.8418	1061.5165	731.5472	755.8607	1511.3914	663.9004	1243.7917	1010.4039	894.4856	1211.1984	2054.5262	1157.0138	2316.8537	1133.1445	1063.2045	922.0572	786.0009	1242.2155	564.7218	2031.8049	1022.99	1197.4762	1653.513	889.4081	1087.1341	1097.121	810.2498	1045.3444	1019.1589	1564.7553	882.2344	3002.4536	1380.3231	694.2284	1752.8749	855.8884	1969.6761	1005.1588	1127.7902	2013.6344	699.9665	709.3802	998.1185	1606.1283	655.8585	620.7224	1615.9804	635.5894	834.5631	947.2274	1123.7702	797.1232	997.4385	1205.4886	938.3798	1103.9447	1209.1336	987.3936	855.625	1326.9027	1090.6649	1182.8873	808.7968	1467.8748	1789.4043	756.2998	1852.9412	997.5266	1009.1805	945.3782	1055.5341	883.1004	1205.2674	1166.7319	2333.6904	1006.526	2484.5777	2673.3081	1050.522	533.6713	1848.4621	840.9506	1157.0503
GNPTAB|79158	1379.8384	2925.8194	1061.9019	1513.5719	1458.6164	1133.8923	703.0888	2317.8191	1416.5349	1209.2465	2600.1149	987.0089	2403.3398	1844.3114	1060.8021	1575.2663	1706.661	1077.4015	2078.926	2174.2739	1801.5526	2030.5998	1262.9227	1255.0753	1453.1498	1661.4467	3418.7302	1794.0105	2481.8841	1954.4962	638.8765	3167.4474	2704.749	982.0453	661.3846	1417.5167	842.1559	1926.5948	646.3581	924.6207	1610.1925	1800.3923	941.5888	2099.8517	1584.4131	1206.1635	218.3064	1747.0419	1280.2706	1318.6983	3124.397	1297.2601	1648.4934	1534.8384	660.8418	1109.6236	1549.1595	885.3037	3153.2793	2241.7617	3403.1798	1284.8311	1648.166	1818.3766	1313.5513	1699.4466	1660.764	2690.7631	1805.5777	1508.4941	679.8976	1033.722	771.875	1230.4428	1915.3794	2344.2822	2551.5106	1019.7694	1847.7321	2081.9777	1779.1116	1789.0096	1766.0099	5417.1669	1535.2873	1597.2046	1618.9228	1406.6536	2314.7657	2076.4472	1758.1436	2742.0131	1285.1237	3802.3172	2105.7764	627.0567	1942.8384
GNPTG|84572	3091.43	483.9333	600.0688	638.4886	764.3545	464.1169	963.3166	363.5559	476.1943	1210.1381	754.452	534.6251	475.912	2989.3828	498.9799	834.5128	924.7061	774.4543	604.9634	1499.4554	812.4677	570.3764	602.4129	601.8238	314.4521	350.6206	352.3263	791.1736	857.4879	642.6614	1890.3165	491.9629	639.0773	742.965	2031.9522	318.3207	2099.6054	431.9547	738.9381	718.662	929.0616	832.0757	2329.9019	391.6955	949.0316	283.5914	2577.0827	782.209	1489.9076	702.9959	561.9297	829.5265	461.1142	1329.4343	2374.4393	828.6534	751.8391	708.6984	441.0464	1576.3561	367.9304	1361.0525	815.7331	582.1948	686.7661	599.4784	1238.4408	897.9183	1344.4568	1097.0256	1188.2202	210.8352	1247.4938	631.9591	390.8529	778.1792	693.4985	581.5486	618.4509	832.8421	533.0102	647.3685	658.3072	758.0852	890.8484	896.2241	678.0104	780.0313	483.1026	708.8635	783.7763	725.5067	535.6149	639.0188	460.5851	751.9805	748.8966
GNRH1|2796	72.4798	57.9643	15.5502	58.6058	18.53	13.3442	59.0734	31.9149	36.5177	13.8097	14.5529	39.4428	86.7052	17.0428	27.7213	66.762	107.5929	42.8921	6.5094	34.2324	72.9497	52.6316	43.465	36.3458	14.8227	45.737	42.8412	23.0676	22.5443	19.884	35.2207	43.3545	21.7096	4.1612	40.5247	56.0164	11.5496	24.2877	28.5909	15.2909	9.4481	244.606	188.785	37.3208	83.3093	31.2709	49.9266	61.5974	48.2525	58.3678	39.2833	171.0421	48.7909	13.8114	59.9098	46.5965	19.8701	19.6589	43.4783	41.5082	25.5469	85.706	39.3541	34.2888	52.6817	26.3	24.0561	109.7724	91.3679	32.5367	19.6329	5.988	61.875	72.152	18.4688	36.4964	24.3408	46.1285	20.8104	111.9617	5.102	15.4855	86.4308	22.2089	33.5519	26.6836	30.4562	10.9589	10.0031	40.6814	27.0971	27.1384	18.4991	37.6539	47.2618	16.4534	97.2593
GNRH2|2797	0	0	0	0	0	0.7213	0	0	0	0.3002	0	0	0	0	0.3696	0	0.4236	0	0	0	0	0	0	0	0	0	0.3427	0	0	0	0	0	0.2714	0	0	0.3354	0	0	0	0	0.5726	0	0	0	0	0	0	0	0	0.5165	0.3446	0	0	1.4166	0.6113	0	0	0	0	0	0	0	0	0.7143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNRHR2|114814	649.1025	297.5825	602.9964	256.5669	267.4182	141.0982	450.6602	746.0612	170.7057	594.6863	183.6446	418.8731	373.2017	346.983	349.9649	305.0072	478.4327	983.7947	275.4597	389.9741	206.3685	172.8794	125.9429	382.6195	372.3557	247.5599	1279.9897	151.1129	132.4396	225.189	712.3228	461.3539	199.0095	371.7246	2905.9151	277.5227	685.0962	219.4101	258.002	223.7964	447.4612	172.3964	370.528	334.6738	192.8861	208.1525	347.0729	326.4256	556.5998	496.6012	248.6561	590.728	292.1417	349.6875	732.7885	251.0615	473.622	267.5865	233.8283	433.0292	219.519	661.4339	450.9849	226.6845	520.073	273.7795	198.1824	344.1098	330.927	760.1411	960.6615	860.4475	473.25	439.02	350.1545	305.296	286.4951	249.0239	158.936	315.5598	198.0012	282.8541	463.2064	356.9088	299.194	433.3863	721.5353	289.002	166.9513	754.6707	180.1643	153.0917	240.4625	313.4902	273.2633	271.4991	811.7798
GNRHR|2798	1.0208	2.7602	13.4569	3.7014	1.5442	0.7213	2.7027	6.383	4.712	2.4017	0.2553	2.1913	3.8536	0.4606	0.7392	1.2717	3.3888	4.7991	1.2205	1.556	8.8148	2.754	0	6.5488	4.7644	4.9714	3.77	7.6892	1.2077	10.1969	0.4458	3.6741	1.0855	0.3783	3.1173	3.3543	7.6997	1.3683	6.1266	0	1.1452	3.6922	0.4673	24.7158	0	6.7009	0.4895	4.0855	0.9019	0.5165	6.5472	2.2928	2.3996	1.4166	9.1699	6.2592	4.2579	0.3276	7.7377	2.5349	0.5436	1.1377	2.5666	2.143	8.8861	3.0941	3.1184	0.6693	4.5153	2.8794	6.402	3.7819	3.125	0.3858	2.3506	2.8386	2.9892	0.8237	1.1724	4.7847	1.2005	2.1508	6.2696	2.401	5.3992	4.4473	1.4978	1.1742	4.3257	7.4583	4.324	6.1834	1.6817	2.5344	12.003	3.6563	3.6891
GNS|2799	4283.4538	3013.226	5512.2608	4334.67	4164.9166	2016.4097	2250.5792	7413.0319	4602.7076	4292.4047	4090.1257	2654.2495	4764.6114	6215.5689	2335.243	3887.4583	5036.1114	2077.1173	7344.9959	1473.5477	4752.6703	5980.1102	2786.6355	5021.9384	2356.8025	3429.6131	7400.2228	5273.1688	2946.0548	3827.9268	3094.9621	4749.5178	6577.2049	3672.4561	4287.31	4291.1243	3232.9163	3834.7172	4988.7679	3914.9445	3751.1989	2536.0563	3340.6542	6062.5309	6080.43	2398.4784	1709.2511	4188.9407	1443.0665	3266.0124	4684.3556	2921.9305	4374.7863	4024.0815	2767.4659	4831.783	3940.3151	3037.6205	4669.86	3481.9392	3458.6221	4818.1166	4125.3342	4405.0362	3478.5782	5519.9141	11472.1016	3135.5422	5968.3931	4042.9024	6111.3956	2617.7119	2863.125	2759.9113	5595.0302	4617.1938	3844.1337	1932.4547	4002.3448	3052.6316	5376.6507	6651.4679	1831.6167	2550.4202	3989.973	5006.1415	3932.3473	3128.7671	3581.6417	6607.0006	2631.0176	5504.6376	2148.1326	7292.5416	5729.9325	2221.816	3168.6409
GOLGA1|2800	317.4819	444.8534	500.5981	586.058	734.0951	627.5358	326.6409	687.5	432.0284	846.5926	593.0938	500.8609	377.6493	421.9254	337.0911	798.6012	347.7708	723.4667	410.4963	669.0871	531.6206	516.2179	724.2815	567.78	574.378	642.6382	538.7713	393.363	567.6329	579.4404	456.0856	299.0723	666.4858	655.2013	1162.7484	936.8491	431.6651	507.3047	451.6678	334.966	419.4403	529.8258	310.2804	841.5719	481.0442	708.9561	868.8204	341.6144	503.2694	304.2355	498.9662	362.2607	393.1269	862.3285	310.5528	540.7285	551.3957	481.3143	1103.1688	365.019	765.8649	432.7014	464.1215	1038.6642	357.0295	755.7394	585.8113	369.4779	501.4608	368.8454	809.219	240.7816	502.5	391.2414	710.544	442.4169	508.167	527.1829	398.6224	466.6667	328.6315	502.8498	258.3968	247.8992	524.1034	413.3842	464.0829	565.9491	304.1476	572.9299	865.9556	306.0804	493.5884	303.0413	675.919	365.6307	373.6099
GOLGA2B|55592	91.8758	335.3652	194.0789	53.3621	193.0204	213.8671	122.7799	57.9787	74.508	219.4536	119.2315	56.9729	187.5401	52.5104	72.0754	116.6746	453.2458	352.735	34.9878	415.9751	136.1727	143.2069	72.7125	117.8782	43.4092	38.1142	91.5089	57.0619	92.9952	68.3194	55.7289	131.1656	124.0163	48.043	73.2563	291.4865	121.7517	65.3373	55.8203	39.1829	75.8714	119.0723	211.215	38.8038	99.0498	92.9193	519.3343	78.2539	165.5017	62.5	162.991	190.3015	125.5766	253.2094	308.7189	139.0941	57.1266	19.3312	116.0648	68.7579	175.5673	116.0444	112.9291	83.5789	121.2314	86.6354	56.5765	68.9424	51.2616	395.9113	270.1665	226.9146	106.875	46.3008	19.1404	110.3001	70.4601	151.1532	95.8452	158.8517	125.7503	69.9	210.0313	88.2353	107.5974	152.266	129.0645	71.6243	88.4056	151.1993	150.1874	57.3686	54.0957	111.5134	186.0465	72.5168	145.2182
GOLGA2P3|401634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA2|2801	1745.2999	3591.9494	1910.5861	1282.2332	2116.1211	2661.6175	1946.332	2324.2021	1982.2653	4175.0225	2155.869	969.7918	2053.3076	2338.093	1363.5188	1350.8186	1565.6042	3773.0048	1721.3181	2004.1494	1806.4159	1899.9388	2096.8823	1217.0923	1869.243	3681.4981	2261.6742	1812.2218	1790.2576	3109.8082	2179.6701	1479.5628	3047.7612	1088.3453	3074.1655	1117.3091	2263.2339	2324.7759	1159.6324	1453.5898	1656.8606	1653.1672	1285.0467	1809.9357	1896.9191	1064.551	3104.2584	1648.046	2446.4487	1370.3512	1599.5865	2604.6085	1962.435	2260.1151	1815.0224	1941.7543	1538.1599	1651.6713	3228.0766	1991.4449	1575.214	1928.3843	1193.0275	1605.8577	1456.6804	1869.2366	1529.7917	2349.0629	2572.9084	1912.7555	3416.1332	1533.2493	2428.75	2074.66	2826.0578	1385.2393	2758.6207	2248.7644	1999.5603	2766.1882	1039.6158	1601.0324	1192.5661	1483.1933	2179.7146	1356.6285	1320.1024	1705.2838	1015.988	1568.2685	1143.5572	935.4174	2710.672	1708.1825	2258.0645	2053.6258	1471.9692
GOLGA3|2802	2223.7346	2271.6504	1989.2344	2248.9204	1924.9537	2617.2572	2179.1506	3005.3191	1978.4369	2664.6653	2918.2358	1818.4379	2501.2845	1033.1644	2435.779	1858.846	1987.0804	2686.0051	3257.5264	2133.2988	2197.9124	3176.5606	2117.1931	3618.2056	1493.3827	1400.6131	3101.7051	2362.2015	3105.475	2299.1524	1860.9006	3515.0179	2945.7259	781.1724	1939.4727	2748.4931	1995.6689	3303.1248	1448.9449	1263.8872	960.5612	3741.0869	2249.0654	1679.6836	2680.8715	2114.3599	1454.234	2526.4382	1561.2176	1728.3058	2141.9711	1885.1313	3532.143	2428.3311	1964.7969	2671.3031	1124.7905	1154.63	4373.6183	2194.2332	1623.0466	1876.809	1872.3131	2003.036	1812.7579	2026.6501	2349.9276	2872.49	3098.5392	2597.1782	1802.8169	2650.1733	1596.875	1910.2923	2818.6702	2254.6634	2504.5372	2408.9786	3197.7724	2399.681	2087.0348	1768.5773	2124.7201	2312.1248	2052.8346	2882.8886	2217.8119	1497.0646	2227.7119	1957.454	2674.2577	1568.1896	2191.0167	3280.2317	2269.3173	1583.7904	4741.8939
GOLGA4|2803	2432.667	2585.3939	3456.0407	2140.6539	2681.9024	2109.8188	1977.2201	12021.0106	4439.2613	3541.2789	3976.2558	3372.0457	2312.781	1051.5891	2172.2417	2519.7902	3898.761	1534.8172	5744.9146	1465.7676	4404.9436	5407.8947	2442.1651	3260.3143	4388.036	5651.8353	5739.0112	5087.8187	1463.3655	7574.7881	2453.4106	5465.6012	4953.867	1750.7341	791.7911	3645.7617	1875.8422	4885.245	3260.3812	1134.8704	3118.746	5297.7962	885.0467	6546.4656	2715.4237	2347.9983	1947.1366	2465.155	1463.8106	2618.8017	4973.4666	2515.1897	2979.4458	2223.2846	1563.768	2863.2531	3213.9914	3135.5871	3141.4886	2844.4233	4834.3525	2940.1698	2209.3894	2981.6948	2862.2659	3222.1415	2774.4738	5709.5047	3434.5286	2000	2953.4784	1231.0117	915	4020.4495	5944.5937	2329.6837	5567.631	1729.4069	3968.3447	3543.8596	2624.5498	3542.5315	1363.1885	2399.7599	2077.1307	3181.4909	4150.284	3724.0705	4958.2811	1911.6874	5982.4157	4699.7595	1194.3101	2060.4634	6519.1298	2917.1237	3063.668
GOLGA5|9950	1179.7533	1817.1363	789.1746	1150.2159	1471.5874	596.159	1486.1004	1128.7234	1205.3799	833.3834	1090.1896	1001.4087	1307.964	1982.9572	984.2913	1726.5935	997.9879	984.4186	1280.3092	1642.1162	1338.9302	1599.7552	1035.0361	1179.1094	1208.576	3215.5108	1843.5438	1866.4508	1536.6345	1610.6048	1551.0477	1045.2834	1736.4993	1543.052	896.2203	1135.0867	2000	1500.021	1152.4847	1179.3095	1558.6572	1343.9483	925.2336	1716.0158	1471.5424	728.6121	2118.4533	1651.1887	1131.9053	1346.0744	2900.4135	1431.6176	1268.1641	2205.2236	872.36	913.5008	1365.7157	1163.4765	1460.2063	2456.2738	1547.4929	1527.9175	1079.2429	1459.7732	891.1457	1229.1401	1368.972	1486.9478	1117.3971	885.1137	2040.1195	858.8087	1582.5	1055.2715	1572.8677	1177.6156	1376.3211	2183.6903	1798.1974	834.4498	2145.8583	1615.2274	1103.2244	663.8655	1268.415	1102.7107	1467.6403	1228.5714	858.6424	2001.5256	1376.7656	1607.695	1193.7496	1772.2665	1534.8837	1095.064	1393.491
GOLGA6A|342096	0	1.3801	0	0	0	0	0	0	0.2945	0	0.2553	0	0	0	0	1.9075	0.8472	0.2999	0	0	0.9119	0.306	0	0.6549	0	0	1.0282	1.2141	0	0.5098	0.8917	0	2.4423	0	0	1.0063	0	0	0.3404	0	0.5726	0.4615	0	0	0	0	0.4895	0	0.451	0	0.6892	0	0.7999	0.3541	3.0566	0.6955	0.3548	0.3276	0.3685	0	1.6307	0.3792	0	0	0.6347	0	0	0.3347	0	0	0.8536	0	0.625	0	0.3358	0	1.7081	0	0.2931	0	0.6002	0	0.6717	0	0	0	0	0.3914	0	0.339	0	0	0	1.0862	1.5004	7.922	0
GOLGA6B|55889	1.0208	5.9804	0	0.6169	0.3088	0.3607	0.7722	1.5957	0	4.2029	1.0213	0	0.6423	0	0	4.4508	1.2708	3.2994	0	1.0373	3.9514	0.918	2.4373	2.947	1.0588	0.9943	1.0282	0.8094	0	1.7845	4.0125	1.4696	11.3976	0	2.5977	2.6834	0	1.3683	0.6807	0	1.1452	0.923	0.4673	0.9886	1.1517	2.6804	4.4053	0	0.451	0.5165	7.2364	2.2928	5.199	0	0.6113	1.3909	0.7096	0	1.1054	0.6337	3.2613	0.3792	1.2833	1.0715	1.2694	1.1603	1.3365	3.6814	0	0.2879	0	2.2061	0	0	2.6864	0.4055	5.1244	0	0.2931	2.2329	1.8007	0.6452	4.2544	0	0	1.906	0.4993	0	1.3518	0.678	0	0.687	0.2803	3.9826	2.2506	15.2346	0.6708
GOLGA6C|653641	0	1.3801	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3179	0.4236	0.2999	0	1.0373	0	0	0.4062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0.2118	0	0	0	0	0	0.3435	0	1.0862	0	0	0
GOLGA6D|653643	0	0	0.5981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304	0	0	0	0	0	0	0	0	0	0	0.3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3001	0	0	0	0	0	0	0	0	0	0.2883	0	0	0	0	0	0
GOLGA6L10|647042	172.1821	228.6371	27.512	88.8341	181.9024	143.2874	183.7838	87.766	86.8769	76.8538	30.127	105.4938	103.7251	18.4247	104.6017	87.7444	139.3625	179.9668	29.2921	115.1452	114.2878	106.1812	82.0554	160.1179	41.8211	90.8112	485.6482	34.8037	23.3494	76.477	94.9621	79.7281	54.0027	10.9705	24.9383	101.6345	65.9288	97.8349	68.4139	47.784	162.3363	111.2265	123.3645	56.5991	61.4262	144.7396	115.0269	101.5101	124.0135	43.3884	182.9773	115.098	81.1849	60.5578	279.9866	147.0921	41.5144	59.9595	78.1135	88.403	120.125	91.7736	55.609	79.65	172.3262	85.8619	68.159	346.3855	76.2284	137.9211	55.0576	176.4891	70.625	85.2706	81.5984	77.0479	101.6334	28.0066	69.7589	104.9442	174.3697	86.2458	116.6592	80.4322	77.902	126.4295	130.5623	42.2701	82.4578	111.1959	69.7607	75.2319	43.1645	204.924	99.0248	89.5795	146.5597
GOLGA6L1|283767	0	0	0.299	0	5.8678	0	7.722	0	0	0	0	0	0	0	0	0	0	0	0	2.5934	0.304	0	0	0.3274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2863	0.4615	0	0	0.3839	0	0	0.9428	0	0	0	0	0	0	0	0.3477	0	0	0	0.3169	4.3484	0	0	0.7143	0.3174	0	0	0	0.2656	0	0	0	0	0	0	0	0	0	0	0.319	0.9004	0	33.3632	0	0	0	0.7489	0	0	0	0	0	0	0	333.0833	0	0
GOLGA6L5|374650	43.5559	59.3445	9.2703	4.3183	29.9568	59.8684	47.8764	20.2128	10.0129	17.4122	7.6594	5.0086	33.7187	3.2243	27.3517	33.6989	42.3594	30.5944	4.882	37.8631	35.8669	39.1677	12.1865	48.7885	4.235	8.9485	127.1528	15.3784	6.8438	28.8063	27.1957	19.8402	11.3976	1.1349	0.5195	20.1257	9.6246	19.4986	15.3165	18.1579	69.0001	47.5366	30.8411	16.0652	39.9271	8.9345	41.116	51.2264	21.195	2.5826	59.6141	30.7234	29.1946	11.3324	46.4607	21.2119	10.2899	13.1059	17.6861	22.8137	5.4355	4.5508	38.0708	13.9298	52.999	25.1397	18.7103	99.0629	36.1222	36.8557	13.6577	21.746	30	15.0477	14.4392	17.0316	36.2976	9.4728	21.9829	32.2169	51.3205	31.6163	6.2696	15.006	39.7223	19.9068	17.7245	15.6556	27.576	26.1039	24.5027	12.0234	14.575	44.895	27.0068	15.844	24.4825
