Row	TCGA_AO_A12F_01	TCGA_B6_A0I6_01	TCGA_A8_A07O_01	TCGA_C8_A12K_01	TCGA_BH_A0DL_01	TCGA_AN_A0AR_01	TCGA_AO_A129_01	TCGA_A8_A07C_01	TCGA_A2_A0YM_01	TCGA_BH_A0HL_01	TCGA_AO_A0J6_01	TCGA_AR_A0TU_01	TCGA_A2_A0SX_01	TCGA_AN_A0FL_01	TCGA_A2_A0D2_01	TCGA_B6_A0RT_01	TCGA_BH_A18Q_01	TCGA_B6_A0IQ_01	TCGA_A2_A0YJ_01	TCGA_A2_A04P_01	TCGA_BH_A0BL_01	TCGA_A8_A08R_01	TCGA_A7_A13D_01	TCGA_AR_A0TS_01	TCGA_E2_A14Y_01	TCGA_BH_A18V_01	TCGA_E2_A158_01	TCGA_E2_A150_01	TCGA_AN_A0AL_01	TCGA_AO_A0J4_01	TCGA_A2_A0T2_01	TCGA_AR_A1AY_01	TCGA_AO_A128_01	TCGA_D8_A143_01	TCGA_A2_A04U_01	TCGA_D8_A147_01	TCGA_C8_A131_01	TCGA_BH_A0WA_01	TCGA_AR_A1AI_01	TCGA_BH_A0RX_01	TCGA_AO_A124_01	TCGA_A2_A0CM_01	TCGA_BH_A0E6_01	TCGA_AR_A1AR_01	TCGA_BH_A0B3_01	TCGA_E2_A14N_01	TCGA_BH_A0HN_01	TCGA_BH_A0BG_01	TCGA_B6_A0I2_01	TCGA_AR_A1AQ_01	TCGA_AN_A0XU_01	TCGA_E2_A14R_01	TCGA_A8_A07U_01	TCGA_BH_A18K_01	TCGA_AO_A0JL_01	TCGA_A2_A04T_01	TCGA_B6_A0RU_01	TCGA_A2_A0T0_01	TCGA_BH_A0BW_01	TCGA_A2_A0YE_01	TCGA_B6_A0X1_01	TCGA_B6_A0WX_01	TCGA_A2_A0ST_01	TCGA_E2_A159_01	TCGA_AQ_A04J_01	TCGA_AR_A1AJ_01	TCGA_A8_A08H_01	TCGA_A7_A0DA_01	TCGA_D8_A142_01	TCGA_AN_A04D_01	TCGA_E2_A1B5_01	TCGA_A1_A0SK_01	TCGA_BH_A18G_01	TCGA_B6_A0RE_01	TCGA_BH_A0AV_01	TCGA_C8_A12V_01	TCGA_A7_A13E_01	TCGA_A2_A0D0_01	TCGA_AN_A0G0_01	TCGA_AN_A0FX_01	TCGA_A8_A07R_01	TCGA_BH_A1F0_01	TCGA_BH_A0B9_01	TCGA_AN_A0FJ_01	TCGA_A2_A04Q_01	TCGA_C8_A134_01	TCGA_E2_A14X_01	TCGA_AR_A0U0_01	TCGA_A1_A0SO_01	TCGA_A7_A0CE_01	TCGA_AN_A0AT_01	TCGA_AR_A0U4_01	TCGA_B6_A0IJ_01	TCGA_AR_A0TP_01	TCGA_E2_A1AZ_01	TCGA_BH_A0E0_01	TCGA_AR_A1AH_01
GNAZ|2781	333.4751	722.7142	136.6627	493.831	130.0185	110.3598	218.5328	209.3085	260.0416	833.6836	294.632	371.5761	255.2987	13.3579	490.852	237.4821	294.398	259.4522	242.4736	82.9876	175.9911	154.8348	301.4116	217.7472	21.7046	53.6913	717.6763	80.1295	107.0853	262.316	143.1119	338.7526	158.209	415.7426	442.6549	613.1615	25.9865	341.738	144.6562	521.8015	159.7595	53.5364	167.2897	44.2412	213.0723	319.41	368.5756	150.8509	128.0722	344.5248	208.8215	195.3456	73.5863	191.9433	363.7381	712.8575	428.9816	213.2986	132.2771	168.8847	1028.9442	207.4388	85.9801	305.7416	178.6734	142.7164	154.5829	415.9973	142.8951	997.1206	143.4059	1736.5269	29.375	77.9396	424.4459	171.1273	93.0928	320.4283	37.8105	835.7257	227.7911	118.0772	181.1464	492.1969	142.3062	381.1944	573.925	95.499	193.8434	164.4207	336.1199	93.7822	341.9522	1430.4852	83.2708	290.6764	264.277
GNB1L|54584	187.7873	219.3353	139.4079	133.3868	85.7721	201.7564	224.7143	111.2473	97.7321	104.9775	35.578	127.6068	98.5645	61.9991	119.5934	224.8895	56.8167	157.6809	55.1871	224.6992	31.5325	41.1934	78.7773	48.4447	36.1726	73.8852	95.2001	82.2056	200.781	84.9481	76.4289	177.4924	118.0516	52.1816	1131.004	178.1288	80.4042	58.4238	89.2954	211.3391	175.7011	106.1359	486.9159	39.3623	80.691	90.1049	83.4802	149.8264	46.2773	114.3285	75.51	126.1538	74.7261	122.8827	147.7877	102.5124	120.0581	228.7897	38.224	195.1774	45.2344	102.9382	125.1887	51.2403	50.822	51.7917	98.4742	39.0629	113.7238	144.1779	41.3999	199.9307	118.8125	192.5996	52.2465	186.3504	578.1403	97.6936	115.7588	184.7018	95.7533	51.1388	198.858	194.0636	96.0432	40.2605	234.1384	39.8004	81.8819	103.1952	129.5762	72.7654	90.7407	85.5684	44.8837	173.7782	155.8027
GNB1|2782	4066.0145	9465.2099	8549.9402	8342.6897	10567.6343	11230.7276	6818.5328	10577.3936	11039.5481	11257.2801	4601.5191	6145.8757	10034.0398	12072.7775	7686.934	12707.3597	5763.4226	9152.2137	5871.0334	9459.0249	9002.8997	6849.7552	11689.2455	6925.0164	9951.8264	16427.8731	4793.0769	12796.4387	7042.2705	16514.1801	11007.1333	6359.1439	9352.5102	11235.2644	19267.4373	10594.1428	7295.9577	10860.3569	12538.1212	6231.5136	5733.3047	10244.8367	5619.1589	11070.9343	9872.3486	15243.2262	5461.5761	8740.8664	4993.4611	11326.9628	6108.8904	5132.1793	7959.3196	6108.5436	5309.3531	8559.1585	6052.2247	9484.7415	11622.6971	11212.9278	11734.203	6596.7051	8182.2265	16869.7205	12700.7299	9794.4439	8812.5626	9157.2959	9768.9243	4200.4031	8347.4178	23247.7151	9700	8740.0405	8328.4083	8742.498	8119.1417	10524.7117	9619.1104	8649.1228	8123.9496	7769.4376	6110.8374	16377.551	6909.757	5091.9102	8980.0911	7868.1018	7078.6627	10192.0502	11518.305	13184.4727	10617.6161	12119.8407	8387.847	8887.8732	19876.7825
GNB2L1|10399	13852.148	18402.7602	14569.9761	14848.8587	16693.0204	45741.9529	28769.8842	9373.6702	14949.5967	16691.9844	23166.1454	48869.9327	19867.6943	14973.2842	17791.1661	21176.2836	16575.2409	27680.0999	9456.0618	39246.888	10829.3768	7703.1824	13938.0522	19149.9673	27479.6188	20287.3478	24241.6245	12113.3144	12786.6345	17955.0061	24504.6812	15403.3251	12450.7463	15197.4919	16781.9197	17131.9605	12835.4187	10924.3259	13196.3921	23874.8059	28267.6974	12168.9166	37037.3832	18081.8092	14545.7338	52452.4766	21204.6011	18898.4742	60548.8162	21059.9174	13423.8456	20608.5062	13927.0096	25955.5556	18448.5502	21286.9686	35716.535	28546.621	4314.6647	11694.8669	20601.1686	17539.3854	32115.4957	14510.9385	21087.2739	15558.0201	24802.762	12112.1151	13479.6813	14564.6415	45581.306	20248.9757	52025.625	17158.6766	20005.3727	14119.6269	15675.8834	28415.1565	10324.9066	30135.8852	24665.3661	15825.3576	52402.3735	16252.7011	16753.5673	9217.069	23101.0423	12513.5029	20456.2889	7259.5983	21164.889	15373.4112	24619.438	13502.1723	15198.7997	30205.972	16648.4445
GNB2|2783	4343.3433	6566.0725	5128.5885	4665.0216	5810.9944	9228.744	5309.2664	2150.266	2219.6306	7016.5116	3447.2458	5371.1066	3921.0019	8533.8554	8232.4894	3881.1	1800.2753	3644.0286	4361.6762	6224.0664	3967.5496	2765.6059	6830.5068	2394.8919	4707.7819	4799.072	3476.3088	4126.2647	6567.6329	4390.0325	8352.6527	3790.5759	6068.114	3735.6308	8029.6142	1830.428	5825.794	4242.8187	3605.1736	4561.94	3289.6715	4080.7661	9381.7757	3271.3791	6247.4326	2789.8115	9238.8644	3451.657	5867.8692	6062.5	2189.1799	6667.8895	3678.5158	4838.6012	3627.5995	4420.7598	3810.8046	7484.1255	2651.0685	4297.8454	4372.3332	4062.6905	3482.8361	6482.0073	3100.2856	4431.5566	4103.7978	4339.6921	6594.1567	3179.6718	3320.5292	4949.2594	6018.125	5536.7995	2887.5084	3683.2928	4938.1873	4493.4102	5177.6947	3626.7943	3288.1152	2636.1974	4189.2073	3778.5114	2991.9013	6006.9886	3257.3176	8249.3151	2569.9793	5057.0387	2451.1387	2171.0752	7333.1932	3923.244	2878.4696	5985.3748	3996.3511
GNB3|2784	6.9587	83.4549	12.4701	2.5848	11.5998	29.7611	65.7143	5.1117	34.4268	95.695	14.6371	42.21	23.9242	4.3068	7.677	12.0871	12.6697	23.9296	11.9243	21.3952	15.8331	26.8146	29.5562	13.3301	3.1763	142.6232	43.537	5.3582	13.6876	24.8856	7.1333	44.8094	19.4763	8.7007	108.8453	38.2153	6.8046	36.7257	13.4105	18.7935	3.5273	10.0565	12.3692	10.346	19.9443	9.9352	25.7758	4.227	13.2311	44.4628	18.7422	8.0706	13.9294	14.4878	9.9096	8.0814	10.7441	5.0196	6.3301	73.2066	26.9384	13.4058	15.254	6.6113	19.8064	5.2484	7.0743	31.8407	18.3028	9.9914	15.9667	50.8824	9.5375	13.0221	9.5097	9.4039	85.5471	13.4596	37.3269	54.6411	6.0024	13.509	43.3565	13.8355	31.6506	3.8903	12.9164	9.0881	12.6498	12.635	9.4667	18.3236	16.2511	26.6582	11.3503	0.6094	21.9202
GNB4|59345	5133.1348	1772.5129	4320.2751	2870.1419	4419.3947	1104.3188	2653.2819	7729.2553	2993.2766	139.8979	2680.794	1942.714	2618.8182	465.2234	3161.338	1958.3532	4580.324	732.1651	3338.0797	1383.8174	1898.2109	7720.6242	1589.5197	4186.9679	2479.0895	1774.1321	1482.6493	4784.7025	1397.343	2518.6413	1399.465	3331.3126	1922.6594	741.4518	2303.1563	2302.3745	842.6372	3702.3322	1978.8972	1297.336	3373.8458	4571.8242	1844.8598	3319.3277	1685.7664	3250.834	176.7009	2090.2277	668.3202	1708.6777	2385.9407	4425.0831	2489.9369	738.734	1837.0301	2042.5976	6491.1414	2337.4377	3781.8718	635.6147	2124.7452	1106.2138	1682.3869	2578.8017	2968.5814	2088.1457	3004.3435	2288.822	2230.2789	16260.0058	989.7567	1375.0394	1625.625	1975.1133	1827.4009	1465.5312	2708.6581	2837.7265	1737.5247	3068.8995	3398.8595	7047.2094	568.5177	391.9568	949.865	4220.0339	1761.2182	1898.6301	2761.9302	1952.3688	2791.5826	2455.8571	2818.0226	5501.8103	1923.4809	830.5911	598.6478
GNB5|10681	408.3369	368.4876	348.0861	298.5811	508.0296	246.3258	282.6255	231.9149	204.676	1249.4746	280.8451	137.1107	357.4181	173.1921	435.0397	420.2829	246.9554	122.0775	342.5549	296.1618	415.2051	208.6903	385.9043	347.4132	467.4431	154.1138	269.3857	452.4484	625.2013	389.2677	136.4244	234.408	187.517	331.3836	221.847	461.8837	325.794	216.8787	302.9272	268.0683	169.7803	233.068	165.8879	207.8596	319.4165	255.0812	283.4068	496.8651	396.3923	359.5041	328.7388	262.7536	158.7705	221.3369	241.4732	331.7395	402.7247	143.8373	707.4429	563.0545	369.0719	288.2148	402.9516	336.8158	336.4011	285.046	403.6084	179.0495	241.6999	242.4417	632.9492	419.4768	317.5	414.3918	591.3365	348.3374	221.6291	347.1993	315.3807	311.9617	204.982	339.3913	350.8733	268.3073	274.1998	526.8954	163.7646	366.3405	206.55	600.0509	273.5659	169.3576	306.9161	315.3512	175.5439	79.8294	115.3697
GNE|10020	428.0732	449.4537	521.8301	1997.2239	196.7264	34.6227	634.749	921.0106	467.3682	323.9267	3091.3385	298.0122	577.3924	2216.9507	839.7708	829.4389	929.3657	506.6067	152.9699	292.5311	414.5972	365.0551	666.599	566.1428	443.0916	1281.9621	816.3825	346.0138	3645.7327	640.1122	687.918	862.6803	5354.9525	2415.3927	346.5385	392.7856	1746.872	644.8209	560.9258	502.21	453.2245	544.5944	76.6355	624.8146	326.3269	995.755	475.7709	1025.1575	676.4374	565.5992	549.9655	402.1552	1734.0775	371.8459	363.7381	576.1975	656.4235	427.5801	1211.4959	203.4221	990.3519	678.8216	879.0504	1427.9846	1042.2088	738.3349	510.97	605.087	1170.2523	912.1797	580.4524	890.6398	1122.5	637.793	649.0934	721.8167	87.5414	494.6458	5339.4885	423.6045	648.2593	1962.7917	478.9521	378.1513	1632.8577	479.6696	930.6622	590.2153	3040.3942	479.3627	325.7423	1037.4442	878.1445	615.496	759.1898	277.8793	56.3433
GNG10|2790	519.949	261.1708	453.6483	461.752	395.3057	828.0588	210.4247	720.4787	292.4364	493.5455	530.9096	609.4851	348.6416	514.0488	649.0482	328.7236	195.7005	360.5336	464.6054	508.8174	537.3958	390.4529	254.2906	240.3405	271.0429	507.5615	671.065	286.5237	614.2673	269.4538	274.1864	186.6446	501.2212	167.2049	676.81	351.528	399.4225	483.3591	275.017	457.7709	351.7715	263.5283	396.729	1222.1948	287.9355	184.4983	632.8928	583.9187	492.4464	321.281	380.634	212.3123	258.7519	600.9491	574.645	521.9508	376.7587	793.7197	401.9897	343.1242	226.4764	282.5263	468.3991	262.8806	325.2936	365.7833	620.1136	160.8668	336.3028	156.061	351.2591	293.0413	454.375	657.0464	340.366	302.9197	141.3473	285.4201	269.3632	262.5199	258.4034	563.9316	260.8598	343.9376	775.5496	516.7302	138.2063	149.9022	379.5086	236.9692	763.8022	439.7114	531.1471	382.6937	319.5799	115.1737	202.2323
GNG11|2791	1191.6631	225.8769	164.4737	255.0895	182.5201	225.408	311.9691	239.6277	119.2716	159.7118	77.6154	195.6488	293.8343	348.6872	366.6605	458.1148	298.2103	159.2707	103.7429	737.0332	568.3994	215.1163	381.436	372.6261	222.8692	215.0965	98.0207	275.5969	682.7697	234.5293	439.144	143.6576	141.1126	277.2878	423.4316	90.5654	528.8739	245.2714	66.712	1242.8623	108.5105	251.5288	808.4112	450.5685	231.5001	168.4162	117.9638	298.5591	137.0913	263.9463	127.4983	237.9915	328.7389	657.6361	1196.362	139.4419	596.1035	224.1109	133.014	158.1115	134.2574	670.4786	573.6285	259.3089	618.8512	368.9741	2501.8376	218.5408	407.1713	302.3323	1343.1498	93.2871	200	124.6262	634.6541	381.9951	123.839	233.9374	154.1731	371.6108	116.7467	974.9435	152.9333	474.1897	372.1558	252.6472	378.7056	175.3425	100.5715	509.8737	118.1897	232.2226	137.6218	355.5395	411.1028	246.8007	322.2972
GNG12|55970	1715.6954	1140.4255	3492.2249	1759.4078	6004.3237	622.4867	1399.2278	481.9149	1527.2661	759.8319	2801.0468	284.2385	2338.1503	2555.5044	2488.6343	1482.4352	1002.2239	160.4704	1810.415	1476.1411	1995.4771	1600.6732	2618.0563	3072.6916	2159.3436	1670.7267	155.5993	5027.5192	1141.3043	1913.9634	1020.9541	2326.4444	1381.5468	1619.8452	743.4732	3367.0214	2696.8239	1191.8068	3088.1552	1164.9743	1903.6576	2001.6153	1355.1402	3870.4894	2938.4778	2544.1115	1610.3769	3044.9881	2017.1364	2377.0661	2166.0924	2207.0389	2395.9544	1998.7605	986.0664	360.6016	1941.9491	1450.8234	4247.9735	456.2738	2804.1854	1711.844	1960.8598	2535.9407	2028.5624	1948.1367	3541.5971	3657.9652	889.5086	179.3838	2003.4144	780.9644	1662.5	2351.307	2608.4621	1742.0925	1463.8625	1651.1532	2215.2854	1038.2775	1267.1068	3560.813	914.4648	6048.6194	1301.9668	4040.449	880.2347	2773.7769	245.4809	1764.8953	1165.7538	1827.8942	1306.4256	3290.7314	2287.3218	2486.8982	3249.8021
GNG13|51764	4.7639	0.46	1.4952	0.6169	0	5.4098	0.7722	0.7979	0.2945	42.3296	0	0	0	0	0.3696	0.6358	0.8472	2.0996	15.8666	1.556	0.304	0.306	4.8746	1.3098	1.0588	0	0.3427	0	0.4026	1.2746	5.7958	1.4696	0.5427	1.1349	2.0782	2.348	0	6.4995	0	0.4778	7.1577	1.3846	5.1402	0	0	0	19.0896	0	2.2548	1.5496	2.4121	2.2928	1.9996	1.0624	32.4002	2.7819	1.0645	0	0	18.3777	3.2613	42.0945	0	0.7143	0.3174	0.7735	2.2274	3.012	3.1873	12.0933	1.2804	17.0186	0	1.1575	0	0	0.427	3.2949	0	0.319	2.1008	0.4302	0.2239	0	0	3.3884	0.7489	0	0	11.5264	2.3061	1.3741	0	0.3621	0	0.6094	13.7505
GNG2|54331	415.1425	191.3744	223.9833	380.3208	188.0791	175.2773	212.3552	331.9149	481.2096	72.9511	235.3992	359.3677	639.0495	145.0944	223.9882	1086.3138	249.0734	197.3636	66.7209	371.888	671.4408	289.7797	266.8833	854.6169	134.4627	240.9479	63.7478	265.8843	566.4251	351.2842	230.4949	150.6384	596.2008	159.2608	193.2719	432.3661	243.0221	337.9751	301.2253	694.3018	275.4277	432.9064	229.4393	766.9303	153.5656	388.206	86.1478	426.468	297.1815	398.2438	389.7312	192.5943	486.3095	465.6928	371.6853	254.1946	522.3002	149.4073	869.9337	64.9556	141.8671	358.3723	854.6679	389.6776	637.8927	626.9465	1052.233	217.2021	322.178	69.9683	1327.7849	304.4437	150	170.5411	392.2095	565.2879	100.7793	137.9736	138.9316	587.8788	67.8271	894.7199	234.8858	223.2893	604.3193	207.1156	426.1374	304.501	120.0369	114.586	316.2295	4546.5476	251.9795	154.2361	569.3923	99.3297	158.9686
GNG3|2785	1.3611	2.7602	2.3923	5.2437	3.0883	3.2459	3.0888	1.5957	1.767	99.3696	0.7659	9.3911	3.2113	11.0548	2.9569	4.4508	3.3888	5.9989	0.4068	0.5187	1.5198	3.366	5.2808	0.9823	2.6469	1.3257	8.5682	1.2141	10.0644	2.0394	3.5667	6.9808	4.8847	1.5132	4.6759	0.3354	5.2936	3.4208	0	2.867	1.4315	0.923	3.7383	0.7415	2.6874	1.3402	10.279	1.5714	1.3529	2.5826	1.7229	2.2928	2.7995	6.7286	1.834	2.4341	1.7741	3.2765	2.9477	0.9506	8.1533	4.1715	2.5666	2.8574	4.443	0	4.0094	4.0161	2.1248	7.7743	12.3773	5.988	1.25	2.315	1.0074	2.0276	2.9892	4.5305	3.5173	3.5088	4.5018	1.5055	4.2544	9.0036	3.4709	4.4473	2.4964	2.7397	1.6221	1.017	4.6123	4.4658	3.3635	7.9652	2.2506	3.6563	3.6891
GNG4|2786	2654.53	1070.0403	3373.5048	61.3819	22.8536	335.4071	584.556	72.6064	802.2123	237.166	16.5954	234.7785	1686.5768	204.0534	1832.9329	1020.5055	422.3234	12.5977	28.8853	24.3776	158.9695	14.0759	47.9334	473.8048	199.0471	154.1138	2698.6548	12.5455	29.7907	29.826	196.6117	59.8879	29.5794	1229.4481	9902.0652	909.6794	21.1742	21.8931	39.823	100.8243	334.1207	39.2293	86.9159	14.5823	41.0788	17.4224	1.4684	40.8555	7.2153	368.8017	564.4383	540.1811	1891.6482	15.5821	9.1699	1002.1733	1246.1402	151.7008	39.0567	60.8365	38.5922	54.9883	93.2521	683.2753	442.7166	56.8545	31.1839	51.5395	18.0611	797.0055	32.437	3886.8579	5	256.5834	55.7421	29.1971	22.6326	79.4893	82.9486	826.4753	28.8115	20.2172	545.9024	3609.8439	53.6059	53.3672	778.1314	8.2192	1301.7516	358.6745	240.9916	7.5575	294.5834	407.3135	33.7584	1338.2084	11.0674
GNG5|2787	3590.6423	1707.188	1755.0837	2799.198	2259.4194	1393.2017	3369.8842	1631.9149	2391.3229	631.0417	2441.8204	3593.3636	1683.0443	3109.6269	2229.9021	1753.2984	1479.6145	2728.8972	1020.3417	4508.8174	1727.995	1001.53	2468.9753	1548.461	1833.2451	1014.5	1665.667	2619.5872	3414.2512	1376.5853	4702.1846	1705.8878	1820.6242	3020.2812	6256.3969	1108.588	7633.7825	1589.3038	2406.0585	3084.9361	1570.9684	1839.6216	3698.1308	1956.9946	3087.0525	4470.846	5308.8595	1544.0217	3043.9684	3585.2273	1092.3501	4420.4975	1808.0637	4866.224	2651.9256	1192.0369	1921.3693	1111.7082	1284.8195	1111.8504	1407.8	4467.3289	2083.1997	3099.5625	1849.2542	1569.8803	1985.9673	2672.0214	1327.7556	5127.5554	1882.6291	1063.6621	3084.375	2513.3597	2166.8905	1847.1208	1378.4563	3107.9077	1257.1261	1262.8389	1644.6579	2188.6224	2846.395	1421.9688	2198.9973	1297.967	1939.462	2228.18	2382.0837	2678.1931	1631.8824	1634.8334	3735.6878	1158.9428	2310.5776	3012.7971	6161.209
GNG7|2788	703.02	979.8735	33.4928	102.0975	24.3978	278.0633	391.5058	2255.3191	217.3394	657.7604	356.6733	85.1463	94.0912	572.5472	270.56	244.7942	1546.966	217.7599	169.2433	244.8133	182.6781	447.6744	181.9844	507.8585	8.4701	18.8914	342.3871	330.2307	107.0853	381.1102	151.5827	214.9352	23.3379	360.1337	589.687	76.8129	81.8094	215.5104	165.759	359.8136	211.8674	29.5373	135.0467	30.8947	130.9147	17.8691	706.8037	49.0265	61.7813	85.2273	94.0731	201.3069	186.7653	117.5741	1617.5646	528.21	474.399	122.5402	16.2122	117.237	100.0136	469.8659	335.793	115.3674	241.1933	187.1944	148.3461	239.6252	953.2537	1199.8272	216.816	41.2858	1156.875	201.4083	253.1901	300.4866	89.6765	193.575	1249.5054	659.0112	147.9592	227.9815	282.5795	160.8643	210.1813	430.7497	584.6596	99.0215	909.4688	166.7938	263.1882	17.8633	70.0722	2534.0333	87.7719	89.5795	88.5395
GNG8|94235	0	0	0	0.3085	0.3088	0	0.3861	0	0	0	0	0	0	0	0	0.3179	0.4236	0	0	0.5187	0.304	0	0	0.3274	0	0	0	0	0	0.7648	0	0	0	0	0	0	0	0.3421	0	1.9114	0	0	0.9346	0.2472	0	0	0	0	0.451	0	0	0.4586	0	0	0	0.3477	0	0	0	0	0	0.3792	0	0	0	0	0	0.3347	0	0.2879	0.8536	0	0	0	0.3358	0.811	0	0	0	0.319	0	0.2151	0.2239	0	0.7713	0.4235	0	0	0	0	0	0	0	0	0	0	0
GNGT1|2792	0	0	0	0.3085	15.4416	11.1802	2.7027	0	0	13.5095	0	0	0	0	0	0	0.8472	9.5982	0	0	0.304	0	0	0	2.1175	7.9543	0	8.0939	0	0	9.8083	0	9.498	1.8915	0.5195	0.3354	0	2.0525	0	0	5.1535	0	0	0.4943	3.8391	0	0	1.2571	0	0	3.7905	0	7.1987	22.6649	0	0	0	0	4.79	10.1394	0	0	0	8.5722	0	4.6412	0	6.6934	3.4529	0	0.8536	0	0	5.0159	0	0	0	0.8237	0	0	1.5006	8.388	0	0.6002	0	0	0	0	0	0	9.5128	0	0	0	3.7509	9.1408	3.0184
GNGT2|2793	13.6112	7.3606	16.4474	66.0086	40.1482	7.5737	24.7104	18.0851	20.9094	4.5032	23.2335	21.5996	36.2877	9.2123	27.7213	89.6519	16.9438	15.8971	4.0683	38.9004	29.1799	30.5998	3.6559	35.6909	7.4113	20.8799	2.3991	16.1878	33.0113	21.1586	27.6416	8.083	80.597	9.079	7.2737	14.7588	19.7305	10.9466	29.2716	72.1539	7.7303	33.2295	17.2897	34.1078	22.267	19.2093	13.2159	25.4561	50.5073	36.157	23.0875	22.4693	49.9907	16.6445	20.785	29.9052	19.8701	17.0377	30.2137	5.3866	33.1567	28.8215	68.0141	25.0022	39.3526	52.9868	66.3771	13.3869	23.6388	10.3657	58.0452	3.1516	6.875	4.2442	9.0665	81.914	5.1244	43.2455	11.7242	14.0351	7.503	63.4477	37.1697	10.8043	97.1847	23.507	17.4749	40.7045	8.6513	9.8313	11.2424	36.7571	52.414	3.2585	12.7532	19.5003	11.4028
GNL1|2794	975.0812	1518.1185	524.6501	930.0648	1043.9809	3496.9002	1041.3127	3039.1835	1113.6467	1303.5095	1622.8557	470.6183	1072.8966	2149.7421	2050.7633	866.2216	1202.4441	1213.5884	888.3686	1625.1297	760.4394	919.1738	697.0732	1904.6038	739.6347	973.0317	709.5981	1118.6281	972.0008	1166.0187	1210.3968	907.328	756.3419	1520.6003	1117.2256	1036.0316	1353.0847	1358.1433	457.9646	1399.7515	1767.0231	1007.112	2419.8645	379.5131	1339.1919	486.3341	875.4038	1066.6132	1627.4814	721.0744	1615.286	1353.7728	692.9351	755.6618	1225.7423	1534.1076	1370.9529	1186.9852	838.2535	2283.5456	976.1924	1139.4381	1129.1969	1140.6911	1733.0149	480.9388	1310.1682	1591.8206	1345.2643	1433.5877	921.2719	1590.624	990.5562	931.282	1377.2431	1106.1233	1315.2685	866.7751	994.9908	1333.882	1916.1285	799.886	1260.9113	527.611	1352.017	1697.8632	1180.6204	1603.7143	1520.2566	1474.1995	2320.0548	571.5424	875.7144	1644.2614	769.3398	923.2176	977.513
GNL2|29889	4714.2493	2738.1254	2686.0048	2101.1721	2284.7437	989.2706	3105.4054	1413.5638	2007.8867	1028.8202	3584.6046	4988.8871	2268.465	2157.0705	2678.6176	1491.0189	1535.1054	3499.4552	1507.323	4103.2158	1489.9968	2985.0061	2247.1819	717.7472	2520.3812	2276.2449	3452.6604	2498.5836	1971.8196	1986.6165	4390.1025	2575.9162	1808.6839	2528.5019	5909.3389	1767.703	3113.0895	1927.621	2373.0429	2111.0978	1700.952	3973.2318	2326.6355	2167.8201	1972.1662	3855.2559	1603.5242	1698.9582	9378.5795	3217.4587	1802.8946	4355.3823	1340.1507	1495.529	2215.4399	3103.5382	2180.3905	3463.5623	1317.9808	1506.654	2376.4098	3490.4325	1399.6364	3064.2022	2001.5868	1857.6336	1438.0221	1973.2262	1396.2815	4158.9404	1637.644	2714.1506	2444.375	2383.3317	2641.37	1160.9895	1787.9791	5259.8847	1761.8524	1596.8102	1678.5714	2041.5098	2595.3874	2896.7587	1400.6942	2512.4947	2629.2205	2876.7123	1944.9223	2321.2137	3188.527	1648.2308	2187.373	1799.0587	2489.1223	2118.2206	2418.4028
GNL3L|54552	1493.8324	1156.9868	734.1507	1017.8902	634.651	921.8285	878.7645	1268.883	556.3065	666.4665	1190.2725	1059.9468	897.2383	525.5643	1383.8477	1105.0707	678.5979	989.5177	1329.943	792.5311	882.083	1051.1016	1038.2858	938.4414	940.18	1658.1324	1095.3646	1261.8373	622.3833	1408.4507	807.8466	1521.815	1299.5929	867.8012	456.1631	1240.7464	512.0308	775.8375	1579.9864	530.4026	1158.6858	1245.6444	356.0748	1924.3697	821.1921	1228.0531	643.1718	997.8158	983.54	744.8347	1270.8477	389.7742	1470.5265	787.6051	458.4934	1232.7219	800.8367	1130.3841	1060.7959	815.2725	1066.4492	474.7959	935.9427	828.2882	1283.7195	1172.2856	811.6717	1160.6426	5004.7809	653.0377	801.1097	1267.5701	454.375	1332.3044	965.7488	834.5499	675.1361	941.5157	718.1065	1075.5981	1800.7203	1133.0251	667.7116	1492.7971	1148.4767	846.2516	1126.8801	1210.9589	1337.7086	1353.335	1533.8714	1086.5682	1034.8259	937.3642	1282.8207	889.092	1362.301
GNL3|26354	3165.6316	1738.9304	3345.0957	1799.8149	1674.1816	1648.9045	1962.1622	1170.7447	2526.4974	1916.2414	1829.0675	2671.7796	1566.1529	861.3542	2272.0384	1616.5951	1868.8976	2498.8396	1805.1261	1729.2531	1215.2197	2526.9278	2239.4638	1294.6955	3658.5495	2827.4091	1829.4919	1670.174	1392.1095	1953.2216	2000	3505.0978	2664.3148	1517.7064	1715.5475	2210.8028	1996.6314	2219.4153	2414.2274	1615.5776	2192.2554	2838.3524	2144.8598	3471.3297	2157.9806	3189.6324	2054.3319	1863.9514	2271.0259	2775.8264	2110.2688	3163.5905	1627.6972	1845.7725	1928.1174	2550.639	2688.4978	2607.7469	1122.6971	1778.834	1415.4097	2606.8267	1827.8259	1880.8822	1661.6947	2705.8099	1453.1685	1913.6546	1682.6029	1493.5215	2651.3017	2115.6634	1430.625	3507.2827	3131.9678	1429.4404	3216.825	2603.3773	2085.7331	1380.5423	2673.1693	2041.94	2351.0972	1745.4982	2348.6309	1206.0568	2514.1359	3232.0939	1766.2187	1850.3263	1870.8562	1810.3744	2760.8437	1306.2998	1428.3571	1801.3406	2614.9337
